Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime
Jo Hum Chahein,16-Dec-11,0,0,0.23,0.23
Ye Stupid Pyar,9-Dec-11,0,0,0,0.01
Lanka,9-Dec-11,0,0,0.51,0.52
Ladies VS Ricky Bahl,9-Dec-11,4.74,16.54,24.93,32.97
The Dirty Picture,2-Dec-11,9.54,32.7,52.5,80
I Am Singh,2-Dec-11,0,0,0.35,0.37
Ek Main Ek Tum,1-Dec-11,0,0,0,0.01
Desi Boyz,25-Nov-11,8,25.5,35.27,42.4
Dam 999,25-Nov-11,0,0,0.81,1.13
Shakal Pe Mat Ja,18-Nov-11,0,0,0.35,0.39
Who’s There?,18-Nov-11,0,0,0,0.03
Rockstar,11-Nov-11,10.6,33.6,49.01,62
Tension Doooor,4-Nov-11,0,0,0.01,0.02
Na Jaane Kabse..,4-Nov-11,0,0,0.02,0.03
Miley Naa Miley Hum,4-Nov-11,0,0.46,0.71,0.77
Loot,4-Nov-11,0,0,3.12,3.42
Tell Me O Kkhuda,27-Oct-11,0,0,0.93,1.28
Damadamm!,27-Oct-11,0,0,0.86,1.07
Ra.One,26-Oct-11,18.5,92,99,114.29
Be-Careful,21-Oct-11,0,0,0.26,0.3
Aazaan,14-Oct-11,0,0,1.67,2.31
My Friend Pinto,14-Oct-11,0,0,1.45,1.91
Jo Dooba So Paar – It’s Love in Bihar!,14-Oct-11,0,0,0,0.28
Mujhse Fraaandship Karoge,14-Oct-11,0.5,2.18,3.7,5.12
Mod,14-Oct-11,0,0,0.41,0.51
Love Breakups Zindagi,7-Oct-11,0,0,1.42,1.7
Soundtrack,7-Oct-11,0,0,0.43,0.53
9 Eleven,7-Oct-11,0,0,0.02,0.03
Rascals,6-Oct-11,0,23.5,27.68,32.6
Saheb Biwi Aur Gangster,30-Sep-11,0,3.75,5.77,10.4
Tere Mere Phere,30-Sep-11,0,0,0.54,0.65
Force,30-Sep-11,5.05,16,24.52,27.29
Chargesheet,30-Sep-11,0,0,0.02,0.03
Hum Tum Shabana,30-Sep-11,0,1.2,1.9,2.34
Speedy Singhs,23-Sep-11,0,0,3.25,3.52
Mausam,23-Sep-11,0,20.75,28.49,29.75
U R My Jaan,23-Sep-11,0,0,0.06,0.09
Rivaaz,16-Sep-11,0,0,0.22,0.33
Mere Brother Ki Dulhan,9-Sep-11,7.4,25.9,38.99,58.7
That Girl in Yellow Boots,2-Sep-11,0,0,0,2.14
Bol,31-Aug-11,0,0,1.27,2.05
Bodyguard,31-Aug-11,21.6,88.75,115,148.86
Mummy Punjabi,31-Aug-11,0,0,0.16,0.2
Shabri,26-Aug-11,0,0,0.27,0.37
Stand By,26-Aug-11,0,0,0.25,0.35
Chitkabrey – Shades Of Grey,26-Aug-11,0,0,0.15,0.26
Yeh Dooriyan,26-Aug-11,0,0,0.26,0.37
Not A Love Story,19-Aug-11,0,0,3.5,4.11
Sahi Dhandhe Galat Bande,19-Aug-11,0,0,0.61,0.65
5ters – Castle Of Dark Master,19-Aug-11,0,0,0,0.01
Chatur Singh Two Star,19-Aug-11,0,1.61,2.6,3.26
Aarakshan,12-Aug-11,0,16.9,26.52,40.04
Phhir,12-Aug-11,0,0,1.91,2.5
I Am Kalam,5-Aug-11,0,0,0.6,0.7
Chala Mussaddi – Office Office,5-Aug-11,0,0,1.35,1.57
Warning,5-Aug-11,0,0,0,0.2
Gandhi To Hitler,29-Jul-11,0,0,0.26,0.36
Bubble Gum,29-Jul-11,0,0,0.11,0.16
Khap,29-Jul-11,0,0,0.12,0.15
Singham,22-Jul-11,8.94,30.98,51.25,100.3
Zindagi Na Milegi Dobara,15-Jul-11,8,28.25,45.4,90.27
Murder 2,8-Jul-11,7.1,22.35,36.5,47.9
Chillar Party,8-Jul-11,0.45,3.15,5.1,6.55
Bbuddah…Hoga Terra Baap,1-Jul-11,1.9,7.32,11.55,13.5
Delhi Belly,1-Jul-11,7.15,26.15,35.02,52
Double Dhamaal,24-Jun-11,7.62,22.78,36.59,43.88
Bheja Fry 2,17-Jun-11,2.05,6.65,8.25,10.5
Cycle Kick,17-Jun-11,0,0,0.02,0.04
Always Kabhi Kabhi,17-Jun-11,0,0,2.51,2.88
Bin Bulaye Baarati,17-Jun-11,0,0,2.76,3.76
Bhindi Baazaar Inc,17-Jun-11,0,0,1.16,1.21
Love Express,10-Jun-11,0,0,0.15,0.27
Shaitan,10-Jun-11,0.81,3.41,5.25,8.19
Ready,3-Jun-11,13.15,40.65,68.02,119.78
A Strange Love Story,3-Jun-11,0,0,0.05,0.06
Kucch Luv Jaisaa,27-May-11,0,0,2.38,2.92
Sheetalbhabhi.com,27-May-11,0,0,0.15,0.17
Kashmakash,20-May-11,0,0,0.27,0.3
4 4,20-May-11,0,0,0.71,0.99
Pyaar Ka Punchnama,20-May-11,0.92,3.25,5.56,9
Love U… Mr. Kalakaar!,13-May-11,0,0.86,1.31,1.93
Shagird,13-May-11,0,0,1.82,2.07
Stanley Ka Dabba,13-May-11,0,0,2.6,5.7
Ragini MMS,12-May-11,0,0,8.06,9.87
Luv Ka The End,6-May-11,0.6,2.45,4.28,5.88
Haunted – 3D,6-May-11,2.67,9.33,14.63,25.56
Naughty @ 4 ,29-Apr-11,0,0,0,4.12
Queens! Destiny Of Dance,29-Apr-11,0,0,0,0.09
Men Will Be Men,29-Apr-11,0,0,0,0.19
I Am,29-Apr-11,0,0,0,0.41
Chalo Dilli,29-Apr-11,0,3.88,6.22,6.48
Shor In The City,28-Apr-11,0,2.34,3.73,3.96
Zokkomon,22-Apr-11,0,0,0,0.61
Dum Maaro Dum,22-Apr-11,5.4,16.5,23.8,31.74
Teen Thay Bhai,15-Apr-11,0.6,2.3,0,2.93
Thank You,8-Apr-11,5,18.5,30.5,46.57
F.A.L.T.U,1-Apr-11,4.4,13,17.25,24.57
The Green Chic,1-Apr-11,0,0,0,0
Game,1-Apr-11,1.25,3.25,4.6,6.1
Happy Husbands,25-Mar-11,0,0,0,0.36
Yeh Faasley,4-Mar-11,0,0,0,0.22
Tanu Weds Manu,25-Feb-11,3.26,11.27,18.56,36.84
Satrangee Parachute,25-Feb-11,0,0,0,0.06
Kaccha Limboo,18-Feb-11,0,0,0,0.06
7 Khoon Maaf,18-Feb-11,3.3,11.53,15.5,17.69
Patiala House,11-Feb-11,4.1,15.25,22.5,31.16
Aashiqui.in,11-Feb-11,0,0,0,0.09
Angel,11-Feb-11,0,0,0,0.06
Utt Pataang,4-Feb-11,0,0,0,0.33
Yeh Saali Zindagi,4-Feb-11,1.15,4.6,7.5,12.1
United Six,4-Feb-11,0,0,0,0.3
Dil Toh Baccha Hai Ji,28-Jan-11,3.7,15,21.13,28.91
Dhobi Ghat,21-Jan-11,3.05,10.05,11.61,13.77
Yamla Pagla Deewana,14-Jan-11,7.95,22.8,33.99,55.28
Turning 3 !!!,14-Jan-11,0,0,0,1.16
No One Killed Jessica,7-Jan-11,3.25,13.1,20.7,24.72
Ashoka The Hero,7-Jan-11,0,0,0,0.1
Vikalp,7-Jan-11,0,0,0,0.11
Impatient Vivek,7-Jan-11,0,0,0,0.09
Se ets Of Sex,28-Dec-12,0,0,0.01,0.21
Hansa,28-Dec-12,0,0,0.01,0.01
Dabangg 2,21-Dec-12,21.1,65,106.78,155
Myoho,14-Dec-12,0,0,0,0.01
Cigarette Ki Tarah,14-Dec-12,0,0,0.11,0.12
1 ml Love,7-Dec-12,0,0,0.39,0.04
Khiladi 786,7-Dec-12,10.4,34.3,52.55,70
Talaash,30-Nov-12,13.5,47.1,67.9,93.4
Life of Pi,23-Nov-12,0,0,0,61
Jeet Lengey Jahaan,23-Nov-12,0,0,0.03,0.06
Operation Mumbai,23-Nov-12,0,0,0,0.02
Jab Tak Hai Jaan,13-Nov-12,15.23,80.73,98.41,120.85
Son Of Sardaar,13-Nov-12,10.72,66.02,83.25,105.03
It’s Rocking – Dard-E-Disco,9-Nov-12,0,0,0,0.06
Murder In Mumbai,9-Nov-12,0,0,0.02,0.12
192  – Evil Returns,2-Nov-12,4.05,12.27,19,22.86
Sons of Ram,2-Nov-12,0,0,0.19,0.19
Future To Bright Hai Ji,2-Nov-12,0,0,0,0.01
Ata Pata Laapata,2-Nov-12,0,0,0.37,0.38
Luv Shuv Tey Chicken Khurana,2-Nov-12,1.25,5.75,7.8,9
Le Gaya Saddam,2-Nov-12,0,0,0.05,0.06
Ajab Gazabb Love,26-Oct-12,0,4.25,7,7.22
Rush,26-Oct-12,0,2.1,3.25,3.41
Chakravyuh,24-Oct-12,0,12.25,16.75,18.42
Shudra The Rising,19-Oct-12,0,0,0.63,0.76
Janleva 555,19-Oct-12,0,0,0.05,0.1
Delhi Safari,19-Oct-12,0,0,1.28,1.53
Student Of The Year,19-Oct-12,7.48,30,48,70
In The Name Of.. Tai,12-Oct-12,0,0,0,0.01
Prem Mayee,12-Oct-12,0,0,0.01,0.01
Login,12-Oct-12,0,0,0.1,0.04
Chittagong,12-Oct-12,0,0,0.15,0.19
Bhoot Returns,12-Oct-12,0,3.75,4.75,4.96
Aiyyaa,12-Oct-12,1.35,4.75,6.25,6.63
English Vinglish,5-Oct-12,2.51,13.06,21,34.86
Kismet Love Paisa Dilli,5-Oct-12,0,0,3.74,3.8
OMG Oh My God!,28-Sep-12,4.25,18.65,36.94,81.46
Kamaal Dhamaal Malamaal,28-Sep-12,1.19,6.36,5.54,5.87
Heroine,21-Sep-12,7.5,25,37.1,43.45
The Lost Tape,14-Sep-12,0,0,0,0.08
Qayamat Hi Qayamat,14-Sep-12,0,0,0.36,0.49
Barfi!,14-Sep-12,9.2,34.6,58.6,112.15
Jeena Hai Toh Thok Daal,14-Sep-12,0,0,0.01,0.36
Riwayat,7-Sep-12,0,0,0,0.01
Raaz 3,7-Sep-12,10.47,36.02,55.25,70.07
Chal Pichchur Banate Hain,7-Sep-12,0,0,0.06,0.07
Jalpari,31-Aug-12,0,0,0.03,0.04
From Sydney With Love,31-Aug-12,0,0,0.08,0.13
Joker,31-Aug-12,5,15.75,21,22.51
I M 24,31-Aug-12,0,0,0.15,0.18
Shirin Farhad Ki Toh Nikal Padi,24-Aug-12,1.6,6.4,9.65,11.25
Ek Tha Tiger,15-Aug-12,32.93,100.16,154.21,198.78
Second Marriage Dot Com,10-Aug-12,0,0,0.03,0.05
5 Ghantey Mien 5  ore,10-Aug-12,0,0,0,0.01
Overtime,10-Aug-12,0,0,0,0.01
Gangs Of Wasseypur 2,8-Aug-12,0,15.44,17.8,22.04
Krishna Aur Kans,3-Aug-12,0,0,0.5,0.86
Jism – 2,3-Aug-12,7.46,20.9,29.91,30.59
Yeh Jo Mohabbat Hai,3-Aug-12,0,0,0.22,0.26
Harud,27-Jul-12,0,0,0.02,0.02
Siyaah..,27-Jul-12,0,0,0.05,0.05
Aalaap,27-Jul-12,0,0,0.07,0.08
Kyaa Super Kool Hain Hum,27-Jul-12,7.12,23.06,35.5,45.14
Challo Driver,20-Jul-12,0,0,0.05,0.06
Gattu,20-Jul-12,0,0,0,0.23
Mere Dost Picture Abhi Baki Hai,20-Jul-12,0,0,0.1,0.14
Cocktail,13-Jul-12,11,36,54,71
3 Bachelors,6-Jul-12,0,0,0.15,0.17
Bol Bachchan,6-Jul-12,12.1,43.1,66.72,102.94
Supermen of Malegaon,29-Jun-12,0,0,0.03,0.04
Daal Mein Kuch Kaala Hai!,29-Jun-12,0,0,0.09,0.1
Maximum,29-Jun-12,0,2,2.55,2.58
The Amazing Spider – Man,29-Jun-12,0,0,0,57.75
Vidhata – Tere Khel Hain Nirale,25-Jun-12,0,0,0,0.01
Gangs Of Wasseypur,22-Jun-12,3.03,10.63,17.7,25.25
Teri Meri Kahaani,22-Jun-12,5.25,16.75,23,25.75
Qasam Se Qasam Se,15-Jun-12,0,0,0.22,0.27
Ferrari Ki Sawaari,15-Jun-12,3.04,13.91,20.96,28.1
Chakradhaar,15-Jun-12,0,0,0.27,0.49
Shanghai,8-Jun-12,3.35,12.1,17.5,19.73
Rowdy Rathore,1-Jun-12,15.1,48.3,79.52,133.25
Arjun – The Warrior Prince,25-May-12,0,1.1,1.36,1.52
Chutki Bajaa Ke,25-May-12,0,0,0,0.01
Yeh Khula Aasmaan,25-May-12,0,0,0.23,0.29
Rakhtbeej,25-May-12,0,0,0.14,0.27
Love Recipe,25-May-12,0,0,0,0.15
MLA,25-May-12,0,0,0.05,0.07
"Love, Wrinkle-free",25-May-12,0,0,0.06,0.09
Mr. Bhatti On Chutti,18-May-12,0,0,0.01,0.01
Department,18-May-12,0,8.25,11.8,11.79
Dangerous Ishhq,11-May-12,1.1,3.35,6.3,6.3
The Forest,11-May-12,0,0,0.02,0.11
Ishaqzaade,11-May-12,4.54,15.91,25.73,45.73
Love Lies & Seeta,4-May-12,0,0,0,0
Jannat 2,4-May-12,8.52,24.03,35.55,42.5
Fatso,4-May-12,0,0,0.13,0.15
Tezz,27-Apr-12,3.5,11.08,14.9,15.42
Life Ki Toh Lag Gayi,27-Apr-12,0,0,0.27,0.32
Vicky Donor,20-Apr-12,1.8,7.4,12.5,35.5
Hate Story,20-Apr-12,2.1,6.6,11,13.55
Bittoo Boss,13-Apr-12,0.4,1.3,1.9,2.12
Ab Hoga Dharna Unlimited,13-Apr-12,0,0,0,0.04
Chhodo Kal Ki Baatein,12-Apr-12,0,0,0.04,0.12
Key Club,6-Apr-12,0,0,0.01,0.94
Housefull 2,6-Apr-12,14,42.5,64,106
Bumboo,30-Mar-12,0,0,0.35,0.39
Blood Money,30-Mar-12,1.84,5.69,9,9.05
Jhansi Ki Rani,30-Mar-12,0,0,0,0.05
Agent Vinod,23-Mar-12,9.8,30.15,38.65,43.29
Chaurahen- ossroads,16-Mar-12,0,0,0.01,0.01
Zindagi Tere Naam,16-Mar-12,0,0,0.03,0.04
Chaar Din Ki Chandni,9-Mar-12,0,3.69,5.06,6.09
Kahaani,9-Mar-12,2.95,13.83,24.15,51.55
Diary of a Butterfly,2-Mar-12,0,0,0.05,0.06
Paan Singh Tomar,2-Mar-12,0.85,4.25,7.54,12
Will You Marry Me?,2-Mar-12,0,0,0.31,0.32
London Paris New York,2-Mar-12,1.06,4.07,6.12,6.44
Tere Naal Love Ho Gaya,24-Feb-12,1.9,7.8,13,20.08
Jodi Breakers,24-Feb-12,1.5,6,8.5,9.43
?,17-Feb-12,0,0,0.27,0.31
Ekk Deewana Tha,17-Feb-12,1.03,3.56,5.94,5.97
Ek Main Aur Ekk Tu,10-Feb-12,5.25,21.25,32.75,39.75
Valentine’s Night,10-Feb-12,0,0,0.03,0.04
Gali Gali Chor Hai,3-Feb-12,0,3.25,4.38,4.83
Love You To Death,3-Feb-12,0,0,0.03,0.06
Agneepath,26-Jan-12,23,67.5,91.05,115
Phir Aik Sazish,20-Jan-12,0,0,0.03,0.04
Chaalis Chauraasi,13-Jan-12,0,0,2,2.58
Sadda Adda,13-Jan-12,0,0,0.3,0.34
Ghost,13-Jan-12,0,0,6.74,7.93
Tutiya Dil,13-Jan-12,0,0,0.09,0.09
Players,6-Jan-12,4.7,15.05,21.75,28.93
Malegaon Ka Spiderman,30-Nov-11,0,0,0.03,0.04
Bhadaas,27-Dec-13,0,0,0.09,0.1
Mahabharat,27-Dec-13,0,0,1.29,1.36
Dhoom 3,20-Dec-13,36.22,107.61,188.99,284.27
Jackpot,13-Dec-13,1.25,3,4.97,5.23
What The Fish,13-Dec-13,0.1,0.4,0.61,0.65
Tu Bewafa Hai,6-Dec-13,0,0,0.01,0.01
Club 6 ,6-Dec-13,0,0,0.32,0.42
R… Rajkumar,6-Dec-13,10.2,30.59,47.05,66.1
Bullett Raja,29-Nov-13,7.5,23.3,34.91,36.24
Gori Tere Pyaar Mein!,22-Nov-13,2.75,9.5,12.15,16.32
Singh Saab The Great,22-Nov-13,6,18.5,25,26.66
Goliyon Ki Raasleela Ram-leela,15-Nov-13,16,52.75,82.15,116.33
Rajjo,15-Nov-13,0.3,0,1.51,1.73
Huff! – It’s Too Much,8-Nov-13,0,0,0,0.02
Satya 2,8-Nov-13,0.45,1.2,1.88,1.98
Krrish 3,1-Nov-13,25.5,72.8,166.52,244.92
Ishk Actually,25-Oct-13,0.08,0,0.32,0.34
Wake Up India,25-Oct-13,0,0,0.036,0.037
Amdavad Junction,25-Oct-13,0,0,0.038,0.039
Sooper Se Ooper,25-Oct-13,0.03,0,0.057,0.057
Mickey Virus,25-Oct-13,1.35,4.75,7.1,7.66
Dilli Gang,25-Oct-13,0,0,0.058,0.065
Shahid,18-Oct-13,0.45,2.05,3.15,3.607
Boss,16-Oct-13,12.75,40.75,45.55,54.15
War Chhod Na Yaar,11-Oct-13,1.3,0,6.75,6.75
Baat Bann Gayi,11-Oct-13,0,0,0.11,0.15
Paapi – Ek Satya Katha,11-Oct-13,0,0,0,0.05
Besharam,2-Oct-13,21.56,47.69,52.1,59.79
Raqt – Ek Rishta,27-Sep-13,0,0,0.14,0.24
Super Model,27-Sep-13,0,0,0.59,1.12
Maazii,27-Sep-13,0,0,0.1,0.13
Warning,27-Sep-13,0.75,2.5,3.38,3.63
Prague,27-Sep-13,0,0,0.07,0.07
The Lunchbox,20-Sep-13,1.25,7.1,11.62,20.19
Phata Poster Nikhla Hero,20-Sep-13,6,21.25,31.5,36.53
Horror Story,13-Sep-13,0.79,2.86,4.94,4.94
John Day,13-Sep-13,0.45,1.5,0,1.59
Grand Masti,13-Sep-13,12.51,40.18,67.4,102
Shuddh Desi Romance,6-Sep-13,6.45,23.27,36.58,46.6
Zanjeer,6-Sep-13,3.58,10.16,15.19,15.19
Satyagraha,30-Aug-13,11.21,39.12,55.43,63.74
The Light: Swami Vivekananda,23-Aug-13,0,0,0.06,0.14
Madras Cafe,23-Aug-13,5.23,21.01,33.81,42.67
Ooops a Desi,23-Aug-13,0,0,0,0.01
Once Upon Ay Time In Mumbai Dobaara!,15-Aug-13,11.25,40,53,61
Bas Ek Tamanna,9-Aug-13,0,0,0,0.016
Chennai Express,9-Aug-13,33.12,100.42,156.7,227.13
My Husband’s Wife,9-Aug-13,0,0,0,0.026
Rabba Main Kya Karoon,2-Aug-13,0.18,0.78,1.09,1.09
B.A. Pass,2-Aug-13,1,4,5.9,8.4
Calapor,2-Aug-13,0,0,0.05,0.05
Chor Chor Super Chor,2-Aug-13,0,0,0.07,0.07
Issaq,26-Jul-13,0.78,2.5,4,4
Luv U Soniyo,26-Jul-13,0.4,2.1,2.7,2.7
Nasha,26-Jul-13,0.74,3.2,3.5,3.86
Bajatey Raho,26-Jul-13,1.2,4.25,6.3,6.37
Ramaiya Vastavaiya,19-Jul-13,4.1,15.3,26.85,36.3
Ship Of Theseus,19-Jul-13,0.05,0.25,0.48,0.48
D-Day,19-Jul-13,2.94,13.69,24,24
Shorts,12-Jul-13,0,0,0.04,0.04
Sixteen,12-Jul-13,0,0,1.24,1.44
Bhaag Milkha Bhaag,12-Jul-13,8.65,32.3,52.44,108.93
Tara – The Journey of Love & Passion,12-Jul-13,0,0,0.02,0.024
Lootera,5-Jul-13,5.15,19,27.3,29
Policegiri,5-Jul-13,3.25,8.9,13.67,16.81
Ghanchakkar,28-Jun-13,7.2,22.3,31.6,34
Raanjhanaa,21-Jun-13,5.12,20.08,33.93,60.35
Enemmy – Law And Disorder,21-Jun-13,0.35,0,1.5,1.71
Shortcut Romeo,21-Jun-13,0.25,0,2.25,2.58
The Dirty Relation,14-Jun-13,0,0,0,0.025
Fukrey,14-Jun-13,2.62,9.82,18.42,36.5
Ankur Arora Murder Case,14-Jun-13,0.12,1.05,0,1.05
Lakeer Ka Fakeer,14-Jun-13,0,0,0,0.02
Yamla Pagla Deewana 2,7-Jun-13,7.5,22.5,32,36.7
Yeh Jawaani Hai Deewani,31-May-13,19.45,62.11,107.61,188.57
Hum Hai Raahi CAR Ke,24-May-13,0,0.5,0.69,0.72
Zindagi 5 -5 ,24-May-13,0,0,0.26,0.38
Ishkq In Paris,24-May-13,0,1.25,1.84,1.87
Aurangzeb,17-May-13,3.92,12.86,19.6,22.35
Beehad – The Ravines,17-May-13,0,0,0,0.24
I Don’t Luv U,17-May-13,0,0,0.34,0.45
Four Two Ka One,10-May-13,0,0,0.03,0.03
Go Goa Gone,10-May-13,3.75,12.9,19.92,25.16
Gippi,10-May-13,0.75,3,4.5,4.5
Shootout At Wadala,3-May-13,10.1,30.7,46,60.18
Bin Phere Free Me Ttere,3-May-13,0,0,0.03,0.03
Chhota Bheem and the throne of Bali,3-May-13,0,0,2.3,4.33
Bombay Talkies,3-May-13,1.3,5.05,7.5,8.49
Life Mein Hungama Hai,26-Apr-13,0,0,0.05,0.05
Chehra,26-Apr-13,0,0,0.02,0.038
Mai To Hu Hi Ulta,26-Apr-13,0,0,0,0
Shree,26-Apr-13,0,0,0.32,0.32
Aashiqui 2,26-Apr-13,6.25,20.5,38.4,78.42
Ek Thi Daayan,19-Apr-13,6.24,18.07,25.8,25.8
Murder Plan,19-Apr-13,0,0,0,0.013
The World of Fashion,19-Apr-13,0,0,0,0.015
2 Little Indians,19-Apr-13,0,0,0,0.021
Nautanki Saala!,12-Apr-13,3.25,13.25,19,21.7
Commando – A One Man Army,12-Apr-13,3.69,11.18,17.5,21.47
Rise Of The Zombie,5-Apr-13,0,0,0,0.31
Chashme Baddoor,5-Apr-13,5.18,19.2,30,41.68
Himmatwala,29-Mar-13,12.1,31.1,0,47.45
Sona Spa,22-Mar-13,0,0,0.23,0.23
Aatma,22-Mar-13,0,0,0,8.78
Rangrezz,21-Mar-13,1,4,6,6.37
Mere Dad Ki Maruti,15-Mar-13,1.03,4.59,8.09,12.54
Jolly L.L.B.,15-Mar-13,3.12,12.51,19.52,32.71
3G,15-Mar-13,1.1,3.62,5.82,5.91
Saare Jahaan Se Mehnga,8-Mar-13,0,0,0.73,0.84
Saheb Biwi Aur Gangster Returns,8-Mar-13,3.5,12.75,18.25,21.95
The Attacks Of 26/11,1-Mar-13,1.45,5.5,8,13.6
"I, Me Aur Main",1-Mar-13,0,5.4,7.9,8.75
Bloody Isshq,1-Mar-13,0,0,0.06,0.07
Zila Ghaziabad,22-Feb-13,3.5,10,16,16
Kai Po Che!,22-Feb-13,4.5,18.1,29.5,49.67
Jayanta Bhai Ki Luv Story,15-Feb-13,0.5,2.5,0,4
Murder 3,15-Feb-13,4.52,13.31,20.95,22.88
Special 26,8-Feb-13,7,27,44,66.8
ABCD – Any Body Can Dance,8-Feb-13,5.5,19.5,32.2,45.5
David,1-Feb-13,0.69,2.41,3.75,3.75
Deewana Main Deewana,1-Feb-13,0,0,0.06,0.12
Mai…,1-Feb-13,0,0,0.08,0.08
Listen… Amaya,1-Feb-13,0,0,0.07,0.07
Vishwaroop,1-Feb-13,1.89,7.56,0,11.5
Race 2,25-Jan-13,15.12,51.35,76.1,100.45
AkaashVani,25-Jan-13,0,0,1.92,2.11
Main Krishna Hoon,25-Jan-13,0,0,0.29,0.29
Inkaar,18-Jan-13,1.75,6.35,9.5,9.5
Bandook,18-Jan-13,0,0,0.08,0.096
Mumbai Mirror,18-Jan-13,0,0,1.57,1.83
Matru Ki Bijlee Ka Mandola,11-Jan-13,7.02,22.42,33.17,41
Gangoobai,11-Jan-13,0,0,0,0.01
Pyaar Mein Aisa Hota Hai,11-Jan-13,0,0,0,0.01
Rajdhani Express,4-Jan-13,0,0,0.33,0.35
Dekha Jo Pehli Baar,4-Jan-13,0,0,0,0
Meri Shadi Karao,4-Jan-13,0,0,0.06,0.06
Dehraadun Diary,4-Jan-13,0,0,0.33,0.35
Table No. 21,4-Jan-13,1.55,5.84,9.5,10.9
Ugly,26-Dec-14,0.4,1.65,3.34,6.23
PK,19-Dec-14,26.63,95.41,183.09,340.8
Room – The Mystery,12-Dec-14,0,0,0.01,0.01
Life Mein Twist Hai,12-Dec-14,0,0,0.01,0.02
Main Aur Mr. Riight,12-Dec-14,0.04,0.15,0.29,0.33
LUV…..Phir Kabhie,12-Dec-14,0,0,0.02,0.02
Kaash Tum Hote,12-Dec-14,0,0,0.02,0.05
Badlapur Boys,12-Dec-14,0.14,0.43,0.76,0.89
Bhopal: A Prayer For Rain,5-Dec-14,0,0,1.11,1.36
Action Jackson,5-Dec-14,10.25,29.25,45.16,57.78
Zid,28-Nov-14,2.82,8.68,14.08,14.08
Sulemani Keeda,28-Nov-14,0,0,0.11,0.16
Zed Plus,28-Nov-14,0,0,0.47,0.47
Ungli,28-Nov-14,3.6,12.8,19.15,19.47
Darr Ke Aage Jeet Hai,21-Nov-14,0,0,0.02,0.02
Gollu Aur Pappu,21-Nov-14,0,0,0.01,0.01
The Real Dream Girl,21-Nov-14,0,0,0.01,0.01
Happy Ending,21-Nov-14,3.75,13,19.05,19.44
Titoo MBA,21-Nov-14,0,0,0.1,0.1
Kill Dil,14-Nov-14,6.53,20.18,29.28,33.14
Money Back Gurantee,14-Nov-14,0,0,0.05,0.05
6-5=2,14-Nov-14,0.1,0,0.71,0.71
The Shaukeens,7-Nov-14,5.12,18.52,18.88,28
Chaar Sahibzaade,7-Nov-14,0,0,3.5,33.17
Rang Rasiya / Colors of Passion,7-Nov-14,0.63,2.31,3.89,4.8
Super Nani,31-Oct-14,0.5,1.42,2.52,2.61
Roar – Tigers Of The Sunderbans,31-Oct-14,1.6,5,7.68,8.68
C.D. Kand,24-Oct-14,0,0,0,0.03
Happy New Year,24-Oct-14,44.97,108.86,157.57,203
Gurjar Aandolan,17-Oct-14,0,0,0.01,0.01
Sonali Cable,17-Oct-14,0.14,0.45,0.81,0.91
Mumbai 125 KM,17-Oct-14,0.34,1.12,1.47,1.65
Jigariyaa,10-Oct-14,0.02,0.07,0.16,0.16
Tamanchey,10-Oct-14,0.22,0.66,1.3,1.46
Ekkees Toppon Ki Salaami,10-Oct-14,0.22,0.83,1.4,1.58
Spark,10-Oct-14,0.03,0.05,0.09,0.09
Bang Bang!,2-Oct-14,27.54,94.13,135.45,181.03
Haider,2-Oct-14,6.14,26.78,41,56.09
Ladies First,2-Oct-14,0,0,0.01,0.01
Meinu Ek Ladki Chaahiye,26-Sep-14,0,0,0.07,0.07
Chaarfutiya Chhokare,26-Sep-14,0.04,0.1,0.21,0.21
3 A.M.,26-Sep-14,0.28,1.2,1.8,1.84
Balwinder Singh… Famous Ho Gaya,26-Sep-14,0.1,0.28,0.53,0.54
Desi Kattey,26-Sep-14,0.55,1.75,2.92,2.98
Khoobsurat,19-Sep-14,2.74,11.53,19.11,24.75
Daawat-e-Ishq,19-Sep-14,3.72,13.6,20.43,25.5
Finding Fanny,12-Sep-14,5.1,19.9,28.09,35.91
 eature,12-Sep-14,3.24,11.36,17.7,17.7
Mary Kom,5-Sep-14,8.4,30.6,46,56.5
Raja Natwarlal,29-Aug-14,6.1,17.4,25.88,26.83
Identity Card,29-Aug-14,0,0,0.01,0.02
Mardaani,22-Aug-14,3.46,14.46,22.97,35.82
Mad About Dance,22-Aug-14,0,0,0.18,0.2
Trip to Bhangarh,22-Aug-14,0,0,0.12,0.14
Katiyabaaz,22-Aug-14,0,0,0.09,0.1
Life Is Beautiful!,22-Aug-14,0,0,0.04,0.04
Singham Returns,15-Aug-14,32.09,77.69,112.59,140.62
Entertainment,8-Aug-14,11.16,36.69,56.5,72.02
Lateef: The King Of  ime,1-Aug-14,0,0,0.05,0.06
Kick,25-Jul-14,26.4,83.83,164.09,231.85
Riyasat,18-Jul-14,0,0,0.01,0.01
Aaj Ka Fashion Trend,18-Jul-14,0,0,0.01,0.01
Amit Sahni Ki List,18-Jul-14,0.69,2.83,4.36,4.36
Pizza,18-Jul-14,0.75,2.91,4.22,4.25
Bazaar-E-Husn,18-Jul-14,0,0,0.01,0.01
Hate Story 2,18-Jul-14,5.46,15.85,25.6,27.16
Munna Mange Memsaab,11-Jul-14,0,0,0.02,0.02
